index,index_assessments,paper_instructions_preamble,digital_instructions_preamble,paper_instructions,digital_instructions,question,response_options,indices_response_type,index_scale: REMAP,index_neutral,index_min_extreme_oo_unclear_na_none,index_max_extreme_oo_unclear_na_none,index_dontknow_na,num_options
4905,63,"Following is a list of VERY SCARY, DANGEROUS, OR VIOLENT things that sometimes happen to children. These are times where someone was HURT VERY BADLY OR KILLED, or could have been. Some children have had these experiences, some children have not had these experiences.","Following is a list of VERY SCARY, DANGEROUS, OR VIOLENT things that sometimes happen to people. These are items where someone was HURT VERY BADLY OR KILLED, or could have been. Some people have had these experiences, some people have not had these experiences. Please be honest in answering if the violent thing happened to you, or if it did not happen to you.","Here is a list of problems children sometimes have after very stressful experiences. Please think about your child's stressful experience that you wrote about in Question 14. Then, read each problem on the list carefully. SELECT one of the number (0, 1, 2, 3, 4, or 5) that tells how often the problem has happened to your child in the past month. Note: If you are unsure about how often your child has experienced a particular problem, then try to make your best estimation. Only circle ""Don't Know"" if you absolutely cannot give an answer. PLEASE BE SURE TO ANSWER ALL QUESTIONS","Here is a list of problems children sometimes have after very stressful experiences. Please think about your child's stressful experience that you wrote about in Question 14. Then, read each problem on the list carefully. SELECT one of the number (0, 1, 2, 3, 4, or 5) that tells how often the problem has happened to your child in the past month. Note: If you are unsure about how often your child has experienced a particular problem, then try to make your best estimation. Only circle ""Don't Know"" if you absolutely cannot give an answer. PLEASE BE SURE TO ANSWER ALL QUESTIONS","My child tries to stay away from people, places, or things that make him/her remember what happened.","0 = None, 1 = Little (Two times a month), 2 = Some (1-2 times a week), 3 = Much (2-3 times each week), 4 = Most (Almost every day)",1,,,,,,
4906,63,"Following is a list of VERY SCARY, DANGEROUS, OR VIOLENT things that sometimes happen to children. These are times where someone was HURT VERY BADLY OR KILLED, or could have been. Some children have had these experiences, some children have not had these experiences.","Following is a list of VERY SCARY, DANGEROUS, OR VIOLENT things that sometimes happen to people. These are items where someone was HURT VERY BADLY OR KILLED, or could have been. Some people have had these experiences, some people have not had these experiences. Please be honest in answering if the violent thing happened to you, or if it did not happen to you.","Here is a list of problems children sometimes have after very stressful experiences. Please think about your child's stressful experience that you wrote about in Question 14. Then, read each problem on the list carefully. SELECT one of the number (0, 1, 2, 3, 4, or 5) that tells how often the problem has happened to your child in the past month. Note: If you are unsure about how often your child has experienced a particular problem, then try to make your best estimation. Only circle ""Don't Know"" if you absolutely cannot give an answer. PLEASE BE SURE TO ANSWER ALL QUESTIONS","Here is a list of problems children sometimes have after very stressful experiences. Please think about your child's stressful experience that you wrote about in Question 14. Then, read each problem on the list carefully. SELECT one of the number (0, 1, 2, 3, 4, or 5) that tells how often the problem has happened to your child in the past month. Note: If you are unsure about how often your child has experienced a particular problem, then try to make your best estimation. Only circle ""Don't Know"" if you absolutely cannot give an answer. PLEASE BE SURE TO ANSWER ALL QUESTIONS","When something reminds my child of what happened, he/she has strong feelings in his/her body, like heart beating fast, head aches, or stomach aches.","0 = None, 1 = Little (Two times a month), 2 = Some (1-2 times a week), 3 = Much (2-3 times each week), 4 = Most (Almost every day)",1,,,,,,
4907,63,"Following is a list of VERY SCARY, DANGEROUS, OR VIOLENT things that sometimes happen to children. These are times where someone was HURT VERY BADLY OR KILLED, or could have been. Some children have had these experiences, some children have not had these experiences.","Following is a list of VERY SCARY, DANGEROUS, OR VIOLENT things that sometimes happen to people. These are items where someone was HURT VERY BADLY OR KILLED, or could have been. Some people have had these experiences, some people have not had these experiences. Please be honest in answering if the violent thing happened to you, or if it did not happen to you.","Here is a list of problems children sometimes have after very stressful experiences. Please think about your child's stressful experience that you wrote about in Question 14. Then, read each problem on the list carefully. SELECT one of the number (0, 1, 2, 3, 4, or 5) that tells how often the problem has happened to your child in the past month. Note: If you are unsure about how often your child has experienced a particular problem, then try to make your best estimation. Only circle ""Don't Know"" if you absolutely cannot give an answer. PLEASE BE SURE TO ANSWER ALL QUESTIONS","Here is a list of problems children sometimes have after very stressful experiences. Please think about your child's stressful experience that you wrote about in Question 14. Then, read each problem on the list carefully. SELECT one of the number (0, 1, 2, 3, 4, or 5) that tells how often the problem has happened to your child in the past month. Note: If you are unsure about how often your child has experienced a particular problem, then try to make your best estimation. Only circle ""Don't Know"" if you absolutely cannot give an answer. PLEASE BE SURE TO ANSWER ALL QUESTIONS",My child thinks that he/she will not live a long life.,"0 = None, 1 = Little (Two times a month), 2 = Some (1-2 times a week), 3 = Much (2-3 times each week), 4 = Most (Almost every day)",1,,,,,,
4908,63,"Following is a list of VERY SCARY, DANGEROUS, OR VIOLENT things that sometimes happen to children. These are times where someone was HURT VERY BADLY OR KILLED, or could have been. Some children have had these experiences, some children have not had these experiences.","Following is a list of VERY SCARY, DANGEROUS, OR VIOLENT things that sometimes happen to people. These are items where someone was HURT VERY BADLY OR KILLED, or could have been. Some people have had these experiences, some people have not had these experiences. Please be honest in answering if the violent thing happened to you, or if it did not happen to you.","Here is a list of problems children sometimes have after very stressful experiences. Please think about your child's stressful experience that you wrote about in Question 14. Then, read each problem on the list carefully. SELECT one of the number (0, 1, 2, 3, 4, or 5) that tells how often the problem has happened to your child in the past month. Note: If you are unsure about how often your child has experienced a particular problem, then try to make your best estimation. Only circle ""Don't Know"" if you absolutely cannot give an answer. PLEASE BE SURE TO ANSWER ALL QUESTIONS","Here is a list of problems children sometimes have after very stressful experiences. Please think about your child's stressful experience that you wrote about in Question 14. Then, read each problem on the list carefully. SELECT one of the number (0, 1, 2, 3, 4, or 5) that tells how often the problem has happened to your child in the past month. Note: If you are unsure about how often your child has experienced a particular problem, then try to make your best estimation. Only circle ""Don't Know"" if you absolutely cannot give an answer. PLEASE BE SURE TO ANSWER ALL QUESTIONS",My child is afraid that the bad thing will happen again.,"0 = None, 1 = Little (Two times a month), 2 = Some (1-2 times a week), 3 = Much (2-3 times each week), 4 = Most (Almost every day)",1,,,,,,
4909,63,"Following is a list of VERY SCARY, DANGEROUS, OR VIOLENT things that sometimes happen to children. These are times where someone was HURT VERY BADLY OR KILLED, or could have been. Some children have had these experiences, some children have not had these experiences.","Following is a list of VERY SCARY, DANGEROUS, OR VIOLENT things that sometimes happen to people. These are items where someone was HURT VERY BADLY OR KILLED, or could have been. Some people have had these experiences, some people have not had these experiences. Please be honest in answering if the violent thing happened to you, or if it did not happen to you.","Here is a list of problems children sometimes have after very stressful experiences. Please think about your child's stressful experience that you wrote about in Question 14. Then, read each problem on the list carefully. SELECT one of the number (0, 1, 2, 3, 4, or 5) that tells how often the problem has happened to your child in the past month. Note: If you are unsure about how often your child has experienced a particular problem, then try to make your best estimation. Only circle ""Don't Know"" if you absolutely cannot give an answer. PLEASE BE SURE TO ANSWER ALL QUESTIONS","Here is a list of problems children sometimes have after very stressful experiences. Please think about your child's stressful experience that you wrote about in Question 14. Then, read each problem on the list carefully. SELECT one of the number (0, 1, 2, 3, 4, or 5) that tells how often the problem has happened to your child in the past month. Note: If you are unsure about how often your child has experienced a particular problem, then try to make your best estimation. Only circle ""Don't Know"" if you absolutely cannot give an answer. PLEASE BE SURE TO ANSWER ALL QUESTIONS",My child plays games or draws pictures that are like some part of what happened.,"0 = None, 1 = Little (Two times a month), 2 = Some (1-2 times a week), 3 = Much (2-3 times each week), 4 = Most (Almost every day)",1,,,,,,
4910,64,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Bad dreams or nightmares,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4911,64,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Feeling afraid something bad might happen,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4912,64,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Scary ideas or pictures just pop into my head,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4913,64,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Wanting to say dirty words,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4914,64,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Pretending I am someone else,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4915,64,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Arguing too much,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4916,64,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Feeling lonely,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4917,64,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Touching my private parts too much,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4918,65,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Feeling sad or unhappy,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4919,65,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Remembering things that happened that I didn't like,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4920,65,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,"Going away in my mind, trying not to think","0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4921,65,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Remembering scary things,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4922,65,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Wanting to yell and break things,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4923,65,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Crying,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4924,65,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Getting scared all of a sudden and don't know why,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4925,65,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Getting mad and can't calm down,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4926,66,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Thinking about having sex,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4927,66,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Feeling dizzy,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4928,66,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Wanting to yell at people,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4929,66,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Wanting to hurt myself,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4930,66,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Wanting to hurt other people,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4931,66,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Thinking about touching other people's private parts,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4932,66,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Thinking about sex when I don't want to,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4933,66,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Feeling scared of men,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4934,66,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Feeling scared of women,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4935,66,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Washing myself because I feel dirty on the inside,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4936,66,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Feeling stupid or bad,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4937,66,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Feeling like I did something wrong,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4938,66,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Feeling like things aren't real,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4939,66,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,"Forgetting things, can't remember things","0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4940,66,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Feeling like I'm not in my body,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4941,66,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Feeling nervous or jumpy inside,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4942,66,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Feeling afraid,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4943,66,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Not trusting people because they might want sex,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4944,66,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Can't stop thinking about something bad that happened to me,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4945,66,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Getting into fights,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4946,68,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Feeling mean,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4947,68,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Pretending I'm somewhere else,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4948,68,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Being afraid of the dark,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4949,68,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Getting scared or upset when I think about sex,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4950,68,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Worrying about things,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4951,68,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Feeling like nobody likes me,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4952,68,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Remembering things I don't want to remember,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4953,68,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Having sex feelings in my body,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4954,68,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,My mind going empty or blank,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4955,68,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Feeling like I hate people,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4956,68,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Can't stop thinking about sex,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4957,68,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Trying not to have any feelings,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4958,68,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Feeling mad,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4959,68,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Feeling afraid somebody will kill me,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4960,68,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Wishing bad things had never happened,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4961,68,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Wanting to kill myself,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4962,68,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Daydreaming,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4963,68,"These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.","These questions describe things that kids sometimes think, feel, or do. Read each item, then pick how often it happens to you.",,,Getting upset when people talk about sex,"0=Never, 1=Sometimes, 2=Lots of the time, 3=Almost all the time",1,,,,,,
4964,68,"Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.","Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.",,,I am not a worrier,"0=Strongly Agree, 1=Agree, 2=Neutral, 3=Disagree, 4=Strongly Disagree",1,,,,,,
4965,68,"Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.","Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.",,,I like to have a lot of people around me.,"0=Strongly Agree, 1=Agree, 2=Neutral, 3=Disagree, 4=Strongly Disagree",1,,,,,,
4966,68,"Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.","Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.",,,"I enjoy concentrating on a fantasy or daydream and exploring all its possibilities, letting it grow and develop.","0=Strongly Agree, 1=Agree, 2=Neutral, 3=Disagree, 4=Strongly Disagree",1,,,,,,
4967,68,"Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.","Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.",,,I try to be courteous to everyone I meet.,"0=Strongly Agree, 1=Agree, 2=Neutral, 3=Disagree, 4=Strongly Disagree",1,,,,,,
4968,68,"Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.","Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.",,,I keep my belongings neat and clean.,"0=Strongly Agree, 1=Agree, 2=Neutral, 3=Disagree, 4=Strongly Disagree",1,,,,,,
4969,68,"Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.","Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.",,,At times I have felt bitter and resentful.,"0=Strongly Agree, 1=Agree, 2=Neutral, 3=Disagree, 4=Strongly Disagree",1,,,,,,
4970,68,"Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.","Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.",,,I laugh easily.,"0=Strongly Agree, 1=Agree, 2=Neutral, 3=Disagree, 4=Strongly Disagree",1,,,,,,
4971,68,"Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.","Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.",,,I think it's interesting to learn and develop new hobbies.,"0=Strongly Agree, 1=Agree, 2=Neutral, 3=Disagree, 4=Strongly Disagree",1,,,,,,
4972,68,"Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.","Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.",,,At times I bully or flatter people into doing what I want them to.,"0=Strongly Agree, 1=Agree, 2=Neutral, 3=Disagree, 4=Strongly Disagree",1,,,,,,
4973,68,"Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.","Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.",,,I'm pretty good about pacing myself so as to get things done on time.,"0=Strongly Agree, 1=Agree, 2=Neutral, 3=Disagree, 4=Strongly Disagree",1,,,,,,
4974,68,"Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.","Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.",,,"When I'm under a great deal of stress, sometimes I feel like I'm going to pieces.","0=Strongly Agree, 1=Agree, 2=Neutral, 3=Disagree, 4=Strongly Disagree",1,,,,,,
4975,68,"Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.","Carefully read all of the instructions before beginning. This questionnaire contains 60 statements. Read each statement carefully. For each statement, select the response that best represents your opinion. 

Select only one response for each statement. Respond to all of the statements.",,,I prefer jobs that let me work alone without being bothered by other people.,"0=Strongly Agree, 1=Agree, 2=Neutral, 3=Disagree, 4=Strongly Disagree",1,,,,,,
