index,instructions,question
5301,,I am often late for appointments.
5302,,Sometimes minor events cause me to feel intense happiness.
5303,,I find loud noises to be very irritating.
5304,,It's often hard for me to alternate between two different tasks.
5305,,I rarely become annoyed when I have to wait in a slow moving line.
5306,,I would not enjoy the sensation of listening to loud music with a laser light show.
5307,,I often make plans that I do not follow through with.
5308,,I rarely feel sad after saying goodbye to friends or relatives.
5309,,Barely noticeable visual details rarely catch my attention.
5310,,"Even when I feel energized, I can usually sit still without much trouble if it's necessary."
5311,,Looking down at the ground from an extremely high place would make me feel uneasy.
5312,,"When I am listening to music, I am usually aware of subtle emotional tones."
5313,,I would not enjoy a job that involves socializing with the public.
5314,,I can keep performing a task even when I would rather not do it.
5315,,I sometimes seem to be unable to feel pleasure from events and activities that I should enjoy.
5316,,I find it very annoying when a store does not stock an item that I wish to buy.
5317,,I tend to notice emotional aspects of paintings and pictures.
5318,,I usually like to talk a lot.
5319,,I seldom become sad when I watch a sad movie.
5320,,I'm often aware of the sounds of birds in my vicinity.
5321,,"When I am enclosed in small places such as an elevator, I feel uneasy."
5322,,"When listening to music, I usually like to turn up the volume more than other people.(ATQ_23)"
5323,,I sometimes seem to understand things intuitively.
5324,,Sometimes minor events cause me to feel intense sadness.
5325,,It is easy for me to hold back my laughter in a situation when laughter wouldn't be appropriate.
5326,,I can make myself work on a difficult task even when I don't feel like trying.
5327,,I rarely ever have days where I don't at least experience brief moments of intense happiness.
5328,,"When I am trying to focus my attention, I am easily distracted."
5329,,"I would probably enjoy playing a challenging and fast paced video-game that makes lots of noise and has lots of flashing, bright lights."
5330,,"Whenever I have to sit and wait for something (e.g., a waiting room), I become agitated."
5331,,I'm often bothered by light that is too bright.
5332,,I rarely notice the color of people's eyes.
5333,,I seldom become sad when I hear of an unhappy event.
5334,,"When interrupted or distracted, I usually can easily shift my attention back to whatever I was doing before."
5335,,I find certain scratchy sounds very irritating.
5336,,I like conversations that include several people.
5337,,I am usually a patient person.
5338,,"When I am resting with my eyes closed, I sometimes see visual images."
5339,,It is very hard for me to focus my attention when I am distressed.(ATQ_40)
5340,,Sometimes my mind is full of a diverse array of loosely connected thoughts and images.
5341,,Very bright colors sometimes bother me.
5342,,"I can easily resist talking out of turn, even when I'm excited and want to express an idea."
5343,,"I would probably not enjoy a fast, wild carnival ride."
5344,,I sometimes feel sad for longer than an hour.
5345,,I rarely enjoy socializing with large groups of people.
5346,,"If I think of something that needs to be done, I usually get right to work on it."
5347,,It doesn't take very much to make me feel frustrated or irritated.
5348,,It doesn't take much to evoke a happy response in me.
5349,,"When I am happy and excited about an upcoming event, I have a hard time focusing my attention on tasks that require concentration."
5350,,"Sometimes, I feel a sense of panic or terror for no apparent reason.(ATQ_51)"
5351,,I often notice mild odors and fragrances.
5352,,"I often have trouble resisting my cravings for food, drink, etc."
5353,,Colorful flashing lights bother me.
5354,,"I usually finish doing things before they are actually due (for example, paying bills, finishing homework, etc.)."
5355,,I often feel sad.
5356,,I am often aware how the color and lighting of a room affects my mood.
5357,,I usually remain calm without getting frustrated when things are not going smoothly for me.(ATQ_58)
5358,,Loud music is unpleasant to me.
5359,,"When I'm excited about something, it's usually hard for me to resist jumping right into it before I've considered the possible consequences."
5360,,Loud noises sometimes scare me.
5361,,"I sometimes dream of vivid, detailed settings that are unlike anything that I have experienced when awake."
5362,,"When I see an attractive item in a store, it's usually very hard for me to resist buying it."
5363,,"I would enjoy watching a laser show with lots of bright, colorful flashing lights."
5364,,"When I hear of an unhappy event, I immediately feel sad."
5365,,"When I watch a movie, I usually don't notice how the setting is used to convey the mood of the characters."
5366,,I usually like to spend my free time with people.
5367,,It does not frighten me if I think that I am alone and suddenly discover someone close by.
5368,,I am often consciously aware of how the weather seems to affect my mood.
5369,,It takes a lot to make me feel truly happy.
5370,,I am rarely aware of the texture of things that I hold.
5371,,"When I am afraid of how a situation might turn out, I usually avoid dealing with it."
